ModuleID,CourseID,ModuleName,ModuleType,LecturerID,LanguageID,TranslatorID
618,111,Modul 3 kursu 'Biologia: Struktura i Funkcje Zycia',3,720,4,35
619,112,Modul 1 kursu 'Programowanie Obiektowe: Java i Python',1,623,1,
620,112,Modul 2 kursu 'Programowanie Obiektowe: Java i Python',1,840,1,
621,112,Modul 3 kursu 'Programowanie Obiektowe: Java i Python',4,415,1,
622,112,Modul 4 kursu 'Programowanie Obiektowe: Java i Python',3,1047,1,
623,112,Modul 5 kursu 'Programowanie Obiektowe: Java i Python',3,423,7,469
624,112,Modul 6 kursu 'Programowanie Obiektowe: Java i Python',1,720,1,
625,112,Modul 7 kursu 'Programowanie Obiektowe: Java i Python',3,902,1,
626,113,Modul 1 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',1,840,1,
627,113,Modul 2 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',1,840,4,663
628,113,Modul 3 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',2,492,1,
629,113,Modul 4 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',4,415,1,
630,113,Modul 5 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',3,936,7,1058
631,113,Modul 6 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',2,471,1,
632,113,Modul 7 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',4,720,4,360
633,113,Modul 8 kursu 'Tworzenie Aplikacji Desktop-first: Desktop-first Design',4,623,4,663
634,114,Modul 1 kursu 'Internet Rzeczy: Zastosowania',3,765,2,485
635,114,Modul 2 kursu 'Internet Rzeczy: Zastosowania',3,808,2,486
636,114,Modul 3 kursu 'Internet Rzeczy: Zastosowania',4,741,9,714
637,114,Modul 4 kursu 'Internet Rzeczy: Zastosowania',3,808,1,
638,114,Modul 5 kursu 'Internet Rzeczy: Zastosowania',3,160,1,
639,115,Modul 1 kursu 'Zarzadzanie Opieka Zdrowotna',1,391,1,
640,115,Modul 2 kursu 'Zarzadzanie Opieka Zdrowotna',3,135,1,
641,115,Modul 3 kursu 'Zarzadzanie Opieka Zdrowotna',2,492,1,
642,115,Modul 4 kursu 'Zarzadzanie Opieka Zdrowotna',4,307,1,
643,115,Modul 5 kursu 'Zarzadzanie Opieka Zdrowotna',2,94,1,
644,115,Modul 6 kursu 'Zarzadzanie Opieka Zdrowotna',3,808,1,
645,116,Modul 1 kursu 'Zywienie: Zasady i Praktyka',3,160,8,901
646,116,Modul 2 kursu 'Zywienie: Zasady i Praktyka',4,623,1,
647,116,Modul 3 kursu 'Zywienie: Zasady i Praktyka',4,415,1,
648,116,Modul 4 kursu 'Zywienie: Zasady i Praktyka',3,8,1,
649,117,Modul 1 kursu 'Wprowadzenie do Programowania Funkcyjnego',2,741,2,591
650,117,Modul 2 kursu 'Wprowadzenie do Programowania Funkcyjnego',1,902,7,1058
651,117,Modul 3 kursu 'Wprowadzenie do Programowania Funkcyjnego',3,135,1,
652,117,Modul 4 kursu 'Wprowadzenie do Programowania Funkcyjnego',3,492,1,
653,118,Modul 1 kursu 'Podstawy Chmury Obliczeniowej',1,112,1,
654,118,Modul 2 kursu 'Podstawy Chmury Obliczeniowej',3,767,2,514
655,118,Modul 3 kursu 'Podstawy Chmury Obliczeniowej',4,112,1,
656,118,Modul 4 kursu 'Podstawy Chmury Obliczeniowej',2,482,1,
657,119,Modul 1 kursu 'Kurs Python dla Poczatkujacych',1,776,7,1058
658,119,Modul 2 kursu 'Kurs Python dla Poczatkujacych',2,765,1,
659,119,Modul 3 kursu 'Kurs Python dla Poczatkujacych',1,776,1,
660,120,Modul 1 kursu 'Tworzenie Aplikacji Biznesowych: SAP i Salesforce',3,266,1,
661,120,Modul 2 kursu 'Tworzenie Aplikacji Biznesowych: SAP i Salesforce',4,1047,1,
662,120,Modul 3 kursu 'Tworzenie Aplikacji Biznesowych: SAP i Salesforce',4,129,6,340
663,120,Modul 4 kursu 'Tworzenie Aplikacji Biznesowych: SAP i Salesforce',4,1047,1,
664,120,Modul 5 kursu 'Tworzenie Aplikacji Biznesowych: SAP i Salesforce',3,192,1,
665,121,Modul 1 kursu 'Ekologia: Zrozumiec Przyrode',4,903,5,670
666,121,Modul 2 kursu 'Ekologia: Zrozumiec Przyrode',2,432,1,
667,121,Modul 3 kursu 'Ekologia: Zrozumiec Przyrode',4,325,1,
668,121,Modul 4 kursu 'Ekologia: Zrozumiec Przyrode',2,877,6,340
669,121,Modul 5 kursu 'Ekologia: Zrozumiec Przyrode',4,903,1,
670,121,Modul 6 kursu 'Ekologia: Zrozumiec Przyrode',2,494,4,663
671,121,Modul 7 kursu 'Ekologia: Zrozumiec Przyrode',1,257,1,
672,121,Modul 8 kursu 'Ekologia: Zrozumiec Przyrode',3,143,9,714
673,122,Modul 1 kursu 'HTML i CSS: Podstawy Tworzenia Stron',2,776,1,
674,122,Modul 2 kursu 'HTML i CSS: Podstawy Tworzenia Stron',2,482,1,
675,122,Modul 3 kursu 'HTML i CSS: Podstawy Tworzenia Stron',3,11,1,
676,122,Modul 4 kursu 'HTML i CSS: Podstawy Tworzenia Stron',4,877,1,
677,122,Modul 5 kursu 'HTML i CSS: Podstawy Tworzenia Stron',1,72,1,
678,122,Modul 6 kursu 'HTML i CSS: Podstawy Tworzenia Stron',2,135,1,
679,123,Modul 1 kursu 'Dietetyka: Zdrowe Zywienie',2,482,1,
680,123,Modul 2 kursu 'Dietetyka: Zdrowe Zywienie',1,561,1,
681,123,Modul 3 kursu 'Dietetyka: Zdrowe Zywienie',4,561,4,360
682,123,Modul 4 kursu 'Dietetyka: Zdrowe Zywienie',4,840,1,
683,123,Modul 5 kursu 'Dietetyka: Zdrowe Zywienie',3,415,1,
684,123,Modul 6 kursu 'Dietetyka: Zdrowe Zywienie',3,266,10,993
685,123,Modul 7 kursu 'Dietetyka: Zdrowe Zywienie',1,415,1,
686,123,Modul 8 kursu 'Dietetyka: Zdrowe Zywienie',3,902,1,
687,124,Modul 1 kursu 'Bankowosc Elektroniczna: Systemy i Bezpieczenstwo',4,1019,1,
688,124,Modul 2 kursu 'Bankowosc Elektroniczna: Systemy i Bezpieczenstwo',2,1104,2,246
689,124,Modul 3 kursu 'Bankowosc Elektroniczna: Systemy i Bezpieczenstwo',1,839,1,
690,124,Modul 4 kursu 'Bankowosc Elektroniczna: Systemy i Bezpieczenstwo',4,492,1,
691,124,Modul 5 kursu 'Bankowosc Elektroniczna: Systemy i Bezpieczenstwo',1,471,1,
692,125,Modul 1 kursu 'Inzynieria Przemyslowa: Optymalizacja Procesów',3,511,1,
693,125,Modul 2 kursu 'Inzynieria Przemyslowa: Optymalizacja Procesów',3,96,1,
694,125,Modul 3 kursu 'Inzynieria Przemyslowa: Optymalizacja Procesów',4,741,1,
695,126,Modul 1 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,511,1,
696,126,Modul 2 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',2,866,1,
697,126,Modul 3 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,866,1,
698,126,Modul 4 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,1019,1,
699,126,Modul 5 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,325,1,
700,127,Modul 1 kursu 'Internet Rzeczy: Zastosowania',2,1166,1,
701,127,Modul 2 kursu 'Internet Rzeczy: Zastosowania',3,808,2,349
702,127,Modul 3 kursu 'Internet Rzeczy: Zastosowania',1,468,10,993
703,127,Modul 4 kursu 'Internet Rzeczy: Zastosowania',1,468,1,
704,127,Modul 5 kursu 'Internet Rzeczy: Zastosowania',4,148,1,
705,128,Modul 1 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',2,248,1,
706,128,Modul 2 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',3,840,1,
707,128,Modul 3 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',1,765,1,
708,128,Modul 4 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',3,391,5,753
709,128,Modul 5 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',3,494,10,205
710,128,Modul 6 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',4,1,9,946
711,128,Modul 7 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',4,765,1,
712,128,Modul 8 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',4,1,1,
713,129,Modul 1 kursu 'Architektura: Teoria i Praktyka',3,903,2,591
714,129,Modul 2 kursu 'Architektura: Teoria i Praktyka',1,410,3,781
715,129,Modul 3 kursu 'Architektura: Teoria i Praktyka',3,432,1,
716,130,Modul 1 kursu 'Podstawy Chmury Obliczeniowej',4,565,1,
717,130,Modul 2 kursu 'Podstawy Chmury Obliczeniowej',4,902,1,
718,130,Modul 3 kursu 'Podstawy Chmury Obliczeniowej',2,776,1,
719,130,Modul 4 kursu 'Podstawy Chmury Obliczeniowej',2,87,6,806
720,130,Modul 5 kursu 'Podstawy Chmury Obliczeniowej',3,266,1,
721,130,Modul 6 kursu 'Podstawy Chmury Obliczeniowej',4,565,1,
722,130,Modul 7 kursu 'Podstawy Chmury Obliczeniowej',1,902,1,
723,130,Modul 8 kursu 'Podstawy Chmury Obliczeniowej',2,432,1,
724,131,Modul 1 kursu 'Architektura Krajobrazu: Kreowanie Przestrzeni',2,588,1,
725,131,Modul 2 kursu 'Architektura Krajobrazu: Kreowanie Przestrzeni',2,129,1,
726,131,Modul 3 kursu 'Architektura Krajobrazu: Kreowanie Przestrzeni',4,877,1,
727,132,Modul 1 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',4,248,1,
728,132,Modul 2 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',4,266,10,993
729,132,Modul 3 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,94,5,753
730,133,Modul 1 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',4,720,4,663
731,133,Modul 2 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',4,623,1,
732,133,Modul 3 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',2,87,1,
733,133,Modul 4 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',2,956,1,
734,133,Modul 5 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',1,415,4,35
735,133,Modul 6 kursu 'Tworzenie Aplikacji Blockchain: Ethereum i Hyperledger',3,588,1,
736,134,Modul 1 kursu 'Wprowadzenie do Programowania Funkcyjnego',2,248,1,
737,134,Modul 2 kursu 'Wprowadzenie do Programowania Funkcyjnego',3,741,1,
738,134,Modul 3 kursu 'Wprowadzenie do Programowania Funkcyjnego',4,135,1,
739,134,Modul 4 kursu 'Wprowadzenie do Programowania Funkcyjnego',1,87,1,
740,134,Modul 5 kursu 'Wprowadzenie do Programowania Funkcyjnego',4,567,5,753
741,134,Modul 6 kursu 'Wprowadzenie do Programowania Funkcyjnego',4,8,1,
742,134,Modul 7 kursu 'Wprowadzenie do Programowania Funkcyjnego',4,135,1,
743,134,Modul 8 kursu 'Wprowadzenie do Programowania Funkcyjnego',1,87,1,
744,135,Modul 1 kursu 'Programowanie Niskopoziomowe: C i Asembler',1,720,4,35
745,135,Modul 2 kursu 'Programowanie Niskopoziomowe: C i Asembler',4,720,1,
746,135,Modul 3 kursu 'Programowanie Niskopoziomowe: C i Asembler',1,561,1,
747,135,Modul 4 kursu 'Programowanie Niskopoziomowe: C i Asembler',3,8,7,352
748,135,Modul 5 kursu 'Programowanie Niskopoziomowe: C i Asembler',4,720,1,
749,135,Modul 6 kursu 'Programowanie Niskopoziomowe: C i Asembler',2,432,5,753
750,136,Modul 1 kursu 'Nauka o Materialach: Wprowadzenie',1,370,6,340
751,136,Modul 2 kursu 'Nauka o Materialach: Wprowadzenie',4,94,1,
752,136,Modul 3 kursu 'Nauka o Materialach: Wprowadzenie',3,1047,1,
753,136,Modul 4 kursu 'Nauka o Materialach: Wprowadzenie',2,432,1,
754,136,Modul 5 kursu 'Nauka o Materialach: Wprowadzenie',2,688,5,1042
755,136,Modul 6 kursu 'Nauka o Materialach: Wprowadzenie',2,1142,4,663
756,136,Modul 7 kursu 'Nauka o Materialach: Wprowadzenie',4,772,1,
757,136,Modul 8 kursu 'Nauka o Materialach: Wprowadzenie',4,129,1,
758,137,Modul 1 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',1,432,1,
759,137,Modul 2 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',1,87,2,451
760,137,Modul 3 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',4,143,1,
761,137,Modul 4 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',2,129,10,205
762,137,Modul 5 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',4,765,1,
763,137,Modul 6 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',1,1092,4,750
764,138,Modul 1 kursu 'Eksploracja Kosmosu',3,11,2,632
765,138,Modul 2 kursu 'Eksploracja Kosmosu',4,143,1,
766,138,Modul 3 kursu 'Eksploracja Kosmosu',1,765,1,
767,138,Modul 4 kursu 'Eksploracja Kosmosu',4,1092,10,205
768,138,Modul 5 kursu 'Eksploracja Kosmosu',3,678,1,
769,139,Modul 1 kursu 'Architektura: Teoria i Praktyka',2,415,1,
770,139,Modul 2 kursu 'Architektura: Teoria i Praktyka',1,257,1,
771,139,Modul 3 kursu 'Architektura: Teoria i Praktyka',3,776,9,685
772,139,Modul 4 kursu 'Architektura: Teoria i Praktyka',1,325,1,
773,139,Modul 5 kursu 'Architektura: Teoria i Praktyka',2,482,1,
774,140,Modul 1 kursu 'Matlab dla Inzynierów',2,877,1,
775,140,Modul 2 kursu 'Matlab dla Inzynierów',3,112,1,
776,140,Modul 3 kursu 'Matlab dla Inzynierów',3,918,1,
777,140,Modul 4 kursu 'Matlab dla Inzynierów',2,94,1,
778,140,Modul 5 kursu 'Matlab dla Inzynierów',4,468,5,1011
779,141,Modul 1 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',4,767,1,
780,141,Modul 2 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',3,561,1,
781,141,Modul 3 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',4,767,1,
782,141,Modul 4 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',2,688,1,
783,141,Modul 5 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',4,160,1,
784,141,Modul 6 kursu 'Tworzenie Aplikacji PWA: Progressive Web Applications',3,494,1,
785,142,Modul 1 kursu 'Zaawansowana Inzynieria Sieciowa',2,839,2,138
786,142,Modul 2 kursu 'Zaawansowana Inzynieria Sieciowa',2,112,1,
787,142,Modul 3 kursu 'Zaawansowana Inzynieria Sieciowa',2,266,9,685
788,142,Modul 4 kursu 'Zaawansowana Inzynieria Sieciowa',4,678,1,
789,142,Modul 5 kursu 'Zaawansowana Inzynieria Sieciowa',3,1047,1,
790,142,Modul 6 kursu 'Zaawansowana Inzynieria Sieciowa',4,707,5,822
791,142,Modul 7 kursu 'Zaawansowana Inzynieria Sieciowa',4,72,1,
792,142,Modul 8 kursu 'Zaawansowana Inzynieria Sieciowa',1,688,1,
793,143,Modul 1 kursu 'Neurobiologia: Jak Dziala Mózg',1,511,10,205
794,143,Modul 2 kursu 'Neurobiologia: Jak Dziala Mózg',3,1166,1,
795,143,Modul 3 kursu 'Neurobiologia: Jak Dziala Mózg',3,160,2,485
796,143,Modul 4 kursu 'Neurobiologia: Jak Dziala Mózg',2,877,1,
797,143,Modul 5 kursu 'Neurobiologia: Jak Dziala Mózg',4,511,1,
798,144,Modul 1 kursu 'Inzynieria Chemiczna: Procesy i Materialy',2,112,2,246
799,144,Modul 2 kursu 'Inzynieria Chemiczna: Procesy i Materialy',2,148,4,35
800,144,Modul 3 kursu 'Inzynieria Chemiczna: Procesy i Materialy',4,143,1,
801,144,Modul 4 kursu 'Inzynieria Chemiczna: Procesy i Materialy',4,511,1,
802,144,Modul 5 kursu 'Inzynieria Chemiczna: Procesy i Materialy',1,1,5,753
803,144,Modul 6 kursu 'Inzynieria Chemiczna: Procesy i Materialy',2,1118,1,
804,144,Modul 7 kursu 'Inzynieria Chemiczna: Procesy i Materialy',1,511,1,
805,144,Modul 8 kursu 'Inzynieria Chemiczna: Procesy i Materialy',2,918,1,
806,145,Modul 1 kursu 'Tworzenie Stron Internetowych',4,415,1,
807,145,Modul 2 kursu 'Tworzenie Stron Internetowych',3,1142,1,
808,145,Modul 3 kursu 'Tworzenie Stron Internetowych',4,561,1,
809,145,Modul 4 kursu 'Tworzenie Stron Internetowych',2,1,1,
810,145,Modul 5 kursu 'Tworzenie Stron Internetowych',2,839,2,246
811,145,Modul 6 kursu 'Tworzenie Stron Internetowych',4,415,4,360
812,146,Modul 1 kursu 'Weterynaria: Opieka nad Zwierzetami',1,248,1,
813,146,Modul 2 kursu 'Weterynaria: Opieka nad Zwierzetami',1,148,1,
814,146,Modul 3 kursu 'Weterynaria: Opieka nad Zwierzetami',2,561,7,1058
815,146,Modul 4 kursu 'Weterynaria: Opieka nad Zwierzetami',3,567,1,
816,146,Modul 5 kursu 'Weterynaria: Opieka nad Zwierzetami',4,266,1,
817,146,Modul 6 kursu 'Weterynaria: Opieka nad Zwierzetami',1,248,1,
818,146,Modul 7 kursu 'Weterynaria: Opieka nad Zwierzetami',3,468,1,
819,147,Modul 1 kursu 'Tworzenie Aplikacji Mobilnych',2,1118,1,
820,147,Modul 2 kursu 'Tworzenie Aplikacji Mobilnych',3,492,6,340
821,147,Modul 3 kursu 'Tworzenie Aplikacji Mobilnych',2,325,1,
822,147,Modul 4 kursu 'Tworzenie Aplikacji Mobilnych',3,72,2,486
823,147,Modul 5 kursu 'Tworzenie Aplikacji Mobilnych',4,765,1,
824,148,Modul 1 kursu 'Podstawy Fizyki Kwantowej',3,903,1,
825,148,Modul 2 kursu 'Podstawy Fizyki Kwantowej',3,325,1,
826,148,Modul 3 kursu 'Podstawy Fizyki Kwantowej',2,192,2,451
827,148,Modul 4 kursu 'Podstawy Fizyki Kwantowej',4,471,8,901
828,148,Modul 5 kursu 'Podstawy Fizyki Kwantowej',1,492,2,591
829,148,Modul 6 kursu 'Podstawy Fizyki Kwantowej',4,839,1,
830,148,Modul 7 kursu 'Podstawy Fizyki Kwantowej',3,765,3,781
831,149,Modul 1 kursu 'Programowanie Obiektowe: Java i Python',2,112,6,806
832,149,Modul 2 kursu 'Programowanie Obiektowe: Java i Python',2,741,1,
833,149,Modul 3 kursu 'Programowanie Obiektowe: Java i Python',3,678,1,
834,149,Modul 4 kursu 'Programowanie Obiektowe: Java i Python',3,866,1,
835,149,Modul 5 kursu 'Programowanie Obiektowe: Java i Python',2,688,3,708
836,149,Modul 6 kursu 'Programowanie Obiektowe: Java i Python',1,772,1,
837,149,Modul 7 kursu 'Programowanie Obiektowe: Java i Python',4,918,1,
838,149,Modul 8 kursu 'Programowanie Obiektowe: Java i Python',4,94,1,
839,150,Modul 1 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',3,1118,1,
840,150,Modul 2 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,688,3,781
841,150,Modul 3 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,370,1,
842,151,Modul 1 kursu 'Terapia Zajeciowa: Przywracanie Funkcjonalnosci',4,94,1,
843,151,Modul 2 kursu 'Terapia Zajeciowa: Przywracanie Funkcjonalnosci',2,1092,1,
844,151,Modul 3 kursu 'Terapia Zajeciowa: Przywracanie Funkcjonalnosci',4,772,1,
845,151,Modul 4 kursu 'Terapia Zajeciowa: Przywracanie Funkcjonalnosci',2,1104,1,
846,151,Modul 5 kursu 'Terapia Zajeciowa: Przywracanie Funkcjonalnosci',1,918,1,
847,152,Modul 1 kursu 'Blockchain: Zastosowania i Implementacje',2,561,1,
848,152,Modul 2 kursu 'Blockchain: Zastosowania i Implementacje',4,1047,7,836
849,152,Modul 3 kursu 'Blockchain: Zastosowania i Implementacje',2,623,7,469
850,152,Modul 4 kursu 'Blockchain: Zastosowania i Implementacje',1,772,6,340
851,152,Modul 5 kursu 'Blockchain: Zastosowania i Implementacje',3,325,1,
852,152,Modul 6 kursu 'Blockchain: Zastosowania i Implementacje',2,94,1,
853,153,Modul 1 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',3,129,3,781
854,153,Modul 2 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',1,319,1,
855,153,Modul 3 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,391,1,
856,153,Modul 4 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,325,1,
857,153,Modul 5 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',1,325,1,
858,153,Modul 6 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',3,1092,1,
859,153,Modul 7 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',2,565,1,
860,153,Modul 8 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,903,1,
861,154,Modul 1 kursu 'Biotechnologia: Podstawy i Aplikacje',1,936,1,
862,154,Modul 2 kursu 'Biotechnologia: Podstawy i Aplikacje',1,936,1,
863,154,Modul 3 kursu 'Biotechnologia: Podstawy i Aplikacje',3,902,1,
864,154,Modul 4 kursu 'Biotechnologia: Podstawy i Aplikacje',3,471,1,
865,154,Modul 5 kursu 'Biotechnologia: Podstawy i Aplikacje',4,936,1,
866,155,Modul 1 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',2,623,1,
867,155,Modul 2 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',1,808,1,
868,155,Modul 3 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',2,710,1,
869,155,Modul 4 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',4,808,1,
870,155,Modul 5 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',4,956,8,320
871,155,Modul 6 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',2,482,4,663
872,155,Modul 7 kursu 'Kurs Julii: Jezyk dla Obliczen Naukowych',2,1019,1,
873,156,Modul 1 kursu 'Podstawy Robotyki',3,839,1,
874,156,Modul 2 kursu 'Podstawy Robotyki',1,767,1,
875,156,Modul 3 kursu 'Podstawy Robotyki',2,112,1,
876,157,Modul 1 kursu 'Wprowadzenie do Ady',4,623,4,663
877,157,Modul 2 kursu 'Wprowadzenie do Ady',1,840,1,
878,157,Modul 3 kursu 'Wprowadzenie do Ady',2,936,1,
879,157,Modul 4 kursu 'Wprowadzenie do Ady',4,720,4,663
880,157,Modul 5 kursu 'Wprowadzenie do Ady',1,720,1,
881,158,Modul 1 kursu 'Glebokie Uczenie: Neural Networks',1,325,1,
882,158,Modul 2 kursu 'Glebokie Uczenie: Neural Networks',3,918,5,822
883,158,Modul 3 kursu 'Glebokie Uczenie: Neural Networks',3,720,1,
884,159,Modul 1 kursu 'Druk 3D dla Poczatkujacych',2,468,1,
885,159,Modul 2 kursu 'Druk 3D dla Poczatkujacych',3,1142,2,138
886,159,Modul 3 kursu 'Druk 3D dla Poczatkujacych',3,707,1,
887,159,Modul 4 kursu 'Druk 3D dla Poczatkujacych',3,494,1,
888,159,Modul 5 kursu 'Druk 3D dla Poczatkujacych',4,415,1,
889,159,Modul 6 kursu 'Druk 3D dla Poczatkujacych',3,432,8,901
890,159,Modul 7 kursu 'Druk 3D dla Poczatkujacych',4,415,1,
891,159,Modul 8 kursu 'Druk 3D dla Poczatkujacych',4,623,4,35
892,160,Modul 1 kursu 'Weterynaria: Opieka nad Zwierzetami',3,710,1,
893,160,Modul 2 kursu 'Weterynaria: Opieka nad Zwierzetami',1,148,2,632
894,160,Modul 3 kursu 'Weterynaria: Opieka nad Zwierzetami',2,688,1,
895,160,Modul 4 kursu 'Weterynaria: Opieka nad Zwierzetami',1,494,1,
896,161,Modul 1 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',3,707,3,781
897,161,Modul 2 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',2,710,1,
898,161,Modul 3 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',3,135,6,340
899,161,Modul 4 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',3,707,1,
900,161,Modul 5 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',1,902,7,1058
901,161,Modul 6 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',3,266,1,
902,161,Modul 7 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',3,588,1,
903,161,Modul 8 kursu 'Zarzadzanie Projektami IT: Scrum i Agile',1,565,1,
904,162,Modul 1 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',3,1047,6,340
905,162,Modul 2 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',2,112,1,
906,162,Modul 3 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',3,765,1,
907,162,Modul 4 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',3,257,1,
908,162,Modul 5 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',2,143,2,591
909,163,Modul 1 kursu 'Wprowadzenie do Ady',3,565,1,
910,163,Modul 2 kursu 'Wprowadzenie do Ady',4,623,1,
911,163,Modul 3 kursu 'Wprowadzenie do Ady',2,192,5,670
912,163,Modul 4 kursu 'Wprowadzenie do Ady',3,492,1,
913,164,Modul 1 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',3,623,1,
914,164,Modul 2 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',2,160,1,
915,164,Modul 3 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',4,588,1,
916,164,Modul 4 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',3,956,1,
917,164,Modul 5 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,492,1,
918,165,Modul 1 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',3,471,1,
919,165,Modul 2 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',2,482,1,
920,165,Modul 3 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',3,1111,1,
921,165,Modul 4 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',3,257,1,
922,165,Modul 5 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',4,87,9,946
923,165,Modul 6 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',4,143,4,750
924,165,Modul 7 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',1,135,1,
925,165,Modul 8 kursu 'Filozofia: Wprowadzenie do Myslenia Krytycznego',2,325,1,
926,166,"Modul 1 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",4,678,2,486
927,166,"Modul 2 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",1,710,5,822
928,166,"Modul 3 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",1,72,1,
929,166,"Modul 4 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",3,772,1,
930,167,Modul 1 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',3,432,1,
931,167,Modul 2 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',3,494,7,352
932,167,Modul 3 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',2,363,9,763
933,167,Modul 4 kursu 'Tworzenie Aplikacji VR-first: VR-first Design',4,776,7,1058
